tweet_id,timestamp,source,rating_numerator,rating_denominator,name,retweet_count,favorite_count,dog_stage,dog_breed
833124694597443584,2017-02-19 01:23:00,iphone,12,10,Gidget,5211,21234,pupper,cardigan
832998151111966721,2017-02-18 17:00:10,iphone,13,10,Rhino,2386,13974,doggo,boxer
832757312314028032,2017-02-18 01:03:09,iphone,13,10,Willow,3899,17696,,cardigan
832636094638288896,2017-02-17 17:01:29,iphone,12,10,Orion,3010,16676,,eskimo_dog
832397543355072512,2017-02-17 01:13:34,iphone,12,10,Eevee,2395,12563,,pekinese
832369877331693569,2017-02-16 23:23:38,iphone,11,10,Charlie,3441,18059,,kelpie
832273440279240704,2017-02-16 17:00:25,iphone,14,10,Smiley,2514,11897,doggo,pembroke
832032802820481025,2017-02-16 01:04:13,iphone,12,10,Miguel,4997,18762,doggo,whippet
831939777352105988,2017-02-15 18:54:34,iphone,12,10,Emanuel,6617,25253,doggo,pomeranian
831911600680497154,2017-02-15 17:02:36,iphone,14,10,Kuyu,7039,29121,,bloodhound
831670449226514432,2017-02-15 01:04:21,iphone,13,10,Daisy,1953,11002,,pembroke
831650051525054464,2017-02-14 23:43:18,iphone,13,10,,2092,7569,,eskimo_dog
831552930092285952,2017-02-14 17:17:22,iphone,13,10,Dutch,2473,9475,,chihuahua
831322785565769729,2017-02-14 02:02:51,iphone,12,10,Pete,1648,9697,doggo,old_english_sheepdog
831315979191906304,2017-02-14 01:35:49,web,13,10,,1206,6883,pupper,briard
831309418084069378,2017-02-14 01:09:44,iphone,12,10,Scooter,2633,12359,,doberman
831262627380748289,2017-02-13 22:03:49,iphone,12,10,Tucker,2214,12550,,cocker_spaniel
830956169170665475,2017-02-13 01:46:03,iphone,12,10,Reggie,1614,8394,,kuvasz
830583320585068544,2017-02-12 01:04:29,iphone,13,10,Lilly,18160,70505,,labrador_retriever
830097400375152640,2017-02-10 16:53:37,iphone,13,10,Samson,3247,10363,,toy_poodle
829861396166877184,2017-02-10 01:15:49,iphone,12,10,Mia,2113,12886,,border_terrier
829501995190984704,2017-02-09 01:27:41,iphone,12,10,Leo,11463,33469,,french_bulldog
829449946868879360,2017-02-08 22:00:52,iphone,11,10,,2200,11037,doggo,labrador_retriever
829374341691346946,2017-02-08 17:00:26,iphone,13,10,Astrid,10069,36507,doggo,staffordshire_bullterrier
829141528400556032,2017-02-08 01:35:19,iphone,12,10,Malcolm,8012,25846,,golden_retriever
829011960981237760,2017-02-07 17:00:28,iphone,13,10,Dexter,17549,55922,,boxer
828770345708580865,2017-02-07 01:00:22,iphone,13,10,Alfie,6346,26990,,chesapeake_bay_retriever
828708714936930305,2017-02-06 20:55:28,iphone,10,10,Fiona,12141,38636,,mexican_hairless
828650029636317184,2017-02-06 17:02:17,iphone,14,10,one,1458,10029,,golden_retriever
828409743546925057,2017-02-06 01:07:28,iphone,12,10,Mutt,1247,6641,,toy_poodle
828408677031882754,2017-02-06 01:03:14,iphone,12,10,Bear,1390,8077,,weimaraner
828381636999917570,2017-02-05 23:15:47,iphone,14,10,Doobert,2410,13323,doggo,bedlington_terrier
828376505180889089,2017-02-05 22:55:23,iphone,13,10,Beebop,1150,7793,,american_staffordshire_terrier
828372645993398273,2017-02-05 22:40:03,iphone,12,10,Alexander,3188,13244,,malamute
828046555563323392,2017-02-05 01:04:17,iphone,13,10,Sailer,3100,12413,,
828011680017821696,2017-02-04 22:45:42,iphone,11,10,Brutus,2329,10938,,american_staffordshire_terrier
827933404142436356,2017-02-04 17:34:40,iphone,12,10,Kona,5656,21265,pupper,german_shepherd
827653905312006145,2017-02-03 23:04:02,iphone,12,10,Boots,3250,16276,,collie
827600520311402496,2017-02-03 19:31:54,iphone,13,10,Tucker,1028,7828,,pembroke
827324948884643840,2017-02-03 01:16:53,iphone,12,10,Ralphie,3324,16763,,golden_retriever
827199976799354881,2017-02-02 17:00:17,iphone,13,10,Charlie,2429,11178,,great_dane
826958653328592898,2017-02-02 01:01:21,iphone,12,10,Loki,5422,22805,doggo,golden_retriever
826848821049180160,2017-02-01 17:44:55,iphone,13,10,Cupid,11067,38556,doggo,great_pyrenees
826598365270007810,2017-02-01 01:09:42,iphone,13,10,Pawnd,2551,10653,,french_bulldog
826476773533745153,2017-01-31 17:06:32,iphone,12,10,Pilot,4543,19479,doggo,german_shepherd
826240494070030336,2017-01-31 01:27:39,iphone,11,10,,2810,14056,,french_bulldog
826204788643753985,2017-01-30 23:05:46,iphone,13,10,,1009,5165,doggo,labrador_retriever
826115272272650244,2017-01-30 17:10:04,iphone,13,10,Ike,3405,16573,,golden_retriever
825876512159186944,2017-01-30 01:21:19,iphone,11,10,Mo,2027,11072,,
825829644528148480,2017-01-29 22:15:05,iphone,12,10,Toby,2698,13484,,great_pyrenees
825535076884762624,2017-01-29 02:44:34,iphone,14,10,,18654,55127,puppo,rottweiler
825147591692263424,2017-01-28 01:04:51,iphone,13,10,Sweet,4965,19384,,pekinese
825026590719483904,2017-01-27 17:04:02,iphone,12,10,Pablo,1389,6726,puppo,eskimo_dog
824775126675836928,2017-01-27 00:24:48,iphone,12,10,Scooter,3822,15858,,border_terrier
824663926340194305,2017-01-26 17:02:56,iphone,13,10,Wilson,1887,10677,,english_setter
824325613288833024,2017-01-25 18:38:36,iphone,13,10,,11279,12486,pupper,pembroke
824297048279236611,2017-01-25 16:45:05,iphone,11,10,Nala,4202,15956,,
823939628516474880,2017-01-24 17:04:50,iphone,12,10,Cash,2949,11275,,schipperke
823699002998870016,2017-01-24 01:08:40,iphone,12,10,Winston,2627,13342,,cairn
